Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated
CBSE All In One NCERT Based Social Science Class 8 2022-23 Edition,Farah Sultan Madhumita Pattrea ,Textbooks & Study Guides,Study Guides & Workbooks,Paperback,275.0,4.4,354.0
"India & World Map ( Both Political & Physical ) with Constitution of India Chart, History of India Chart & Geography Terms Chart | Set Of 7 | Useful for UPSC and other exams | By VCP",Vidya Chitr Prakashan,Travel,Travel & Holiday Guides,Product Bundle,130.0,4.4,2590.0
You are the Best Friend: A True story of falling in Love & finding inner Peace | An inspiring story by the author of You are the Best Wife,Ajay K Pandey,Travel,Travel & Holiday Guides,Paperback,160.0,4.5,3267.0
India and World Political Map - LAMINATED | Size - 70×100cm | India Map | World Map,Hivex Publication,Travel,Travel & Holiday Guides,Product Bundle,249.0,4.5,497.0
World Political Map : Map For Students (30 Inches X 20 Inches),Wonder House Books,Travel,Travel & Holiday Guides,Poster,99.0,4.3,139.0
"World & India Map (Both Political & Physical) with Constitution of India, Indian History, Indian Economy & Geographical Terms Chart | Set Of 8",Vidya Chitr Prakashan,Travel,Travel & Holiday Guides,Map,150.0,5.0,5.0
"The Comfort Crisis: Embrace Discomfort T: Embrace Discomfort To Reclaim Your Wild, Happy, Healthy Self",Michael Easter,Travel,Travel & Holiday Guides,Hardcover,829.0,4.7,5271.0
"Autobiography of a Yogi: English Paperback, Yogi Paramahansa Yogananda Books, an original complete latest edition in English (a spiritual book for introduction to Kriya yoga meditation)",Paramahansa Yogananda,Travel,Travel & Holiday Guides,Paperback,138.0,4.5,85.0
French Made Easy Level 1: An Easy Step-By-Step Approach To Learn French for Beginners (Textbook + Workbook Included),Lingo Mastery,Travel,Travel & Holiday Guides,Paperback,1190.0,4.3,125.0
India The Journey - A Travel Book on India,MRM Publications,Travel,Travel & Holiday Guides,Paperback,850.0,4.2,210.0
"India & World Map ( Both Political & Physical ) & Constitution Chart | NON LAMINATED PAPER FOLDED MAPS | SET OF 5 | Useful for UPSC, SSC, IES and other competitive exams",Vidya Chitr Prakashan,Travel,Travel & Holiday Guides,Map,99.0,4.5,1519.0
"Learning Hiragana and Katakana - Beginner's Guide and Integrated Workbook Learn how to Read, Write and Speak Japanese: A fast and systematic approach, ... and more!: 3 (Japanese Made Simple)",Dan Akiyama,Travel,Travel & Holiday Guides,Paperback,657.0,4.0,7.0
Discover Planet - India Tourist Road Atlas (English),Discover Planet Editorial Team,Travel,Travel & Holiday Guides,Paperback,190.0,4.0,73.0
Maharashtra Map | MARATHI | 70 x 100 cm | LAMINATED,Vidya Chitr Prakashan,Travel,Travel & Holiday Guides,Wall Chart,150.0,4.5,62.0
Indica: A Deep Natural History Of The In: A Deep Natural History of the Indian Subcontinent,Pranay Lal,Travel,Travel & Holiday Guides,Hardcover,975.0,4.7,572.0
Bruised Passports,Savi Munjal,Travel,Travel & Holiday Guides,Paperback,290.07,4.3,300.0
A Brief History of Japan,Jonathan Clements,Travel,Travel & Holiday Guides,Paperback,1117.0,4.4,434.0
"SIB: World of the Tamil Merchant, The: Pioneers Of International Trade [Paperback] Mukund, Kanakalatha",Kanakalatha Mukund,Travel,Travel & Holiday Guides,Paperback,211.27,4.1,77.0
National Geographic Bucket List Family Travel: Share the World With Your Kids on 50 Adventures of a Lifetime,Jessica Gee,Travel,Travel & Holiday Guides,Hardcover,2508.0,5.0,239.0
Lonely Planet Kenya 11 (Travel Guide),Nanjala Nyabola,Travel,Travel & Holiday Guides,Paperback,1519.35,2.7,5.0
"Lonely Planet Rajasthan, Delhi & Agra",Lindsay Brown,Travel,Travel & Holiday Guides,Paperback,1364.59,4.5,106.0
THE ADORNMENT OF GODS: RARE OBJECTS FROM THE AMRAPALI COLLECTION,Devdutt Pattanaik,Travel,Travel & Holiday Guides,Hardcover,559.0,4.4,8.0
Lonely Planet Tanzania 8 (Travel Guide),Anthony Ham,Travel,Travel & Holiday Guides,Paperback,1519.35,2.8,6.0
India on My Platter,Saransh Goila,Travel,Travel & Holiday Guides,Paperback,209.0,4.0,96.0
DK Eyewitness Top 10 New York City (Pocket Travel Guide),DK Eyewitness,Travel,Travel & Holiday Guides,Paperback,152.86,4.7,36.0
Off to Andhra Pradesh (Discover India),Sonia Mehta,Travel,Travel & Holiday Guides,Paperback,129.0,4.4,165.0
India (Lonely Planet Country Guides),Sarina Singh,Travel,Travel & Holiday Guides,Paperback,360.0,4.6,26.0
Lonely Planet India (Travel Guide),Lonely Planet,Travel,Travel & Holiday Guides,Kindle Edition,1853.45,4.4,187.0
DK Eyewitness Top 10 Porto (Pocket Travel Guide),DK Eyewitness,Travel,Travel & Holiday Guides,Paperback,557.9,4.6,72.0
Hugo In 3 Months : French: Your Essential Guide to Understanding and Speaking French (Hugo),Jacqueline Lecanuet,Travel,Travel & Holiday Guides,Paperback,356.0,4.3,264.0
The East India Company: The World’s Most Powerful Corporation [Paperback] Tirthankar Roy,Gurcharan Das,Travel,Travel & Holiday Guides,Paperback,243.0,4.0,144.0
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,Travel,Travel & Holiday Guides,Paperback,430.57,4.4,3714.0
Spot the Difference Activity Book for Kids: (Ages 6-12) Spot 10 Differences in Every Spread!,Engage Books (Activities),Travel,Travel & Holiday Guides,Paperback,417.0,4.4,10.0
Lonely Planet Turkey 16 (Travel Guide),Jessica Lee,Travel,Travel & Holiday Guides,Paperback,1578.0,4.4,234.0
Khanna Sutra- Food Lessons in Love ( Foreword by Deepak Chopra),Vikas Khanna,Travel,Travel & Holiday Guides,Hardcover,599.0,4.7,17.0
Lonely Planet Eastern Europe (Travel Guide),Mark Baker,Travel,Travel & Holiday Guides,Kindle Edition,1344.25,4.0,1.0
Leave Only Footprints: My Acadia-to-Zion Journey Through Every National Park,Conor Knighton,Travel,Travel & Holiday Guides,Paperback,1178.0,4.7,1439.0
Frommer's New York City day by day,Pauline Frommer,Travel,Travel & Holiday Guides,Paperback,1282.0,4.6,369.0
DK Eyewitness Top 10 Washington DC (Pocket Travel Guide),DK Eyewitness,Travel,Travel & Holiday Guides,Paperback,308.66,4.6,3.0
Lonely Planet Best of India (Travel Guide),Anirban Mahapatra,Travel,Travel & Holiday Guides,Kindle Edition,1198.61,4.6,46.0
Insight Guides Poland (Travel Guide with Free eBook) (Insight Guides Main Series),Insight Travel Guide,Travel,Travel & Holiday Guides,Paperback,1326.0,4.7,16.0
Lonely Planet India 19 (Travel Guide),Anirban Mahapatra,Travel,Travel & Holiday Guides,Paperback,850.0,4.4,187.0
Eyewitness Travel Phrase Book French (EW Travel Guide Phrase Books),DK,Travel,Travel & Holiday Guides,Paperback,307.0,4.5,168.0
Lonely Planet Australia (Travel Guide),Andrew Bain,Travel,Travel & Holiday Guides,Kindle Edition,1814.5,4.7,267.0
Political Map of India Latest Map of India With The Two New Union Territories of Jammu and Kashmir And Ladakh 30 Inches X 20 Inches,Wonder House Books,Travel,Travel & Holiday Guides,Poster,99.0,3.9,48.0
